category,location_type,location,context,outcome_status,persistent_id,id,location_subtype,month
anti-social-behaviour,Force,"{'latitude': '51.624947', 'street': {'id': 1671562, 'name': 'On or near A1000'}, 'longitude': '-0.176243'}",,,,118533227,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.565655', 'street': {'id': 1676918, 'name': 'On or near Macdonald Road'}, 'longitude': '-0.136413'}",,,,118533238,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.602796', 'street': {'id': 1660712, 'name': ""On or near St Bride's Avenue""}, 'longitude': '-0.287093'}",,,,118533271,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.559891', 'street': {'id': 1665386, 'name': 'On or near Wotton Road'}, 'longitude': '-0.224594'}",,,,118533285,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.557955', 'street': {'id': 1677148, 'name': 'On or near Warrender Road'}, 'longitude': '-0.136252'}",,,,118533301,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.568037', 'street': {'id': 1677256, 'name': 'On or near Pauntley Street'}, 'longitude': '-0.135263'}",,,,118533332,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.564679', 'street': {'id': 1662430, 'name': 'On or near Supermarket'}, 'longitude': '-0.263912'}",,,,118533543,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.599192', 'street': {'id': 1661997, 'name': 'On or near Stag Close'}, 'longitude': '-0.268834'}",,,,118533578,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.645397', 'street': {'id': 1671085, 'name': 'On or near Gloucester Road'}, 'longitude': '-0.178126'}",,,,118533585,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.607599', 'street': {'id': 1660646, 'name': 'On or near Whitchurch Avenue'}, 'longitude': '-0.287144'}",,,,118530894,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.556671', 'street': {'id': 1671365, 'name': 'On or near Hampstead'}, 'longitude': '-0.178211'}",,,,118533607,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.604579', 'street': {'id': 1672142, 'name': 'On or near Chaplin Square'}, 'longitude': '-0.173320'}",,,,118534014,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.597341', 'street': {'id': 1663901, 'name': 'On or near Valentina Avenue'}, 'longitude': '-0.244720'}",,,,118534101,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.565820', 'street': {'id': 1660780, 'name': 'On or near Bowling Green Court'}, 'longitude': '-0.285872'}",,,,118534110,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.634280', 'street': {'id': 1667834, 'name': 'On or near Wykeham Rise'}, 'longitude': '-0.204206'}",,,,118534118,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.611187', 'street': {'id': 1673635, 'name': 'On or near Summers Lane'}, 'longitude': '-0.162323'}",,,,118534128,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.572231', 'street': {'id': 1677430, 'name': 'On or near Trays Hill Close'}, 'longitude': '-0.133215'}",,,,118533668,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.559529', 'street': {'id': 1665995, 'name': 'On or near Hassop Road'}, 'longitude': '-0.219674'}",,,,118533697,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.556307', 'street': {'id': 1660658, 'name': 'On or near Parking Area'}, 'longitude': '-0.285653'}",,,,118533706,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.649332', 'street': {'id': 1673385, 'name': 'On or near Botany Close'}, 'longitude': '-0.164004'}",,,,118533722,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.645397', 'street': {'id': 1668019, 'name': 'On or near Hammond Close'}, 'longitude': '-0.202032'}",,,,118533811,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.603462', 'street': {'id': 1663555, 'name': 'On or near Parklea Close'}, 'longitude': '-0.248744'}",,,,118533812,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.599984', 'street': {'id': 1661611, 'name': 'On or near Orchard Grove'}, 'longitude': '-0.273785'}",,,,118533824,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.568586', 'street': {'id': 1661965, 'name': 'On or near Deanscroft Avenue'}, 'longitude': '-0.268510'}",,,,118533826,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.566186', 'street': {'id': 1667662, 'name': 'On or near Granville Road'}, 'longitude': '-0.202187'}",,,,118534424,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.625281', 'street': {'id': 1662093, 'name': 'On or near Warwick Avenue'}, 'longitude': '-0.267783'}",,,,118533839,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.602827', 'street': {'id': 1661901, 'name': 'On or near Burnt Oak Broadway'}, 'longitude': '-0.270183'}",,,,118534456,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.614756', 'street': {'id': 1663697, 'name': 'On or near The Broadway'}, 'longitude': '-0.246937'}",,,,118533958,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.600119', 'street': {'id': 1663501, 'name': 'On or near Shawbury Close'}, 'longitude': '-0.250692'}",,,,118533960,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.648490', 'street': {'id': 1664821, 'name': 'On or near Chartridge Close'}, 'longitude': '-0.231615'}",,,,118533998,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.646539', 'street': {'id': 1677296, 'name': 'On or near Malcolms Way'}, 'longitude': '-0.135165'}",,,,118534191,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.615780', 'street': {'id': 1672803, 'name': 'On or near Friern Park'}, 'longitude': '-0.167915'}",,,,118534256,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.585573', 'street': {'id': 1665930, 'name': 'On or near The Crest'}, 'longitude': '-0.219220'}",,,,118534267,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.572056', 'street': {'id': 1677745, 'name': 'On or near Ashmount Road'}, 'longitude': '-0.132371'}",,,,118534271,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.605962', 'street': {'id': 1660990, 'name': 'On or near Sports/recreation Area'}, 'longitude': '-0.281978'}",,,,118534287,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.564698', 'street': {'id': 1661532, 'name': 'On or near Supermarket'}, 'longitude': '-0.275584'}",,,,118534365,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.562585', 'street': {'id': 1662336, 'name': 'On or near The Close'}, 'longitude': '-0.264021'}",,,,118534373,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.593824', 'street': {'id': 1662226, 'name': 'On or near Capitol Way'}, 'longitude': '-0.263999'}",,,,118534516,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.597211', 'street': {'id': 1666405, 'name': 'On or near Linksway'}, 'longitude': '-0.214635'}",,,,118534518,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.636554', 'street': {'id': 1676912, 'name': 'On or near Osidge Lane'}, 'longitude': '-0.138306'}",,,,118534523,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.644743', 'street': {'id': 1670364, 'name': 'On or near Dinsdale Gardens'}, 'longitude': '-0.183500'}",,,,118530900,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.612704', 'street': {'id': 1674500, 'name': 'On or near Shapwick Close'}, 'longitude': '-0.153538'}",,,,118530913,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.594208', 'street': {'id': 1662615, 'name': 'On or near Supermarket'}, 'longitude': '-0.261386'}",,,,118530917,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.570670', 'street': {'id': 1668877, 'name': 'On or near Rodborough Road'}, 'longitude': '-0.196108'}",,,,118533676,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.583804', 'street': {'id': 1664799, 'name': 'On or near Neeld Crescent'}, 'longitude': '-0.231861'}",,,,118533677,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.606816', 'street': {'id': 1672165, 'name': 'On or near Sports/recreation Area'}, 'longitude': '-0.171745'}",,,,118533818,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.560132', 'street': {'id': 1660590, 'name': 'On or near Park Chase'}, 'longitude': '-0.287990'}",,,,118533828,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.643023', 'street': {'id': 1667469, 'name': 'On or near Northbrook Road'}, 'longitude': '-0.205523'}",,,,118533321,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.583369', 'street': {'id': 1665055, 'name': 'On or near Alderton Crescent'}, 'longitude': '-0.229251'}",,,,118533849,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.615000', 'street': {'id': 1676258, 'name': 'On or near Woodland Road'}, 'longitude': '-0.141774'}",,,,118533901,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.576077', 'street': {'id': 1670428, 'name': 'On or near Green Close'}, 'longitude': '-0.182847'}",,,,118533903,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.628727', 'street': {'id': 1675440, 'name': 'On or near Dowd Close'}, 'longitude': '-0.148307'}",,,,118534037,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.558360', 'street': {'id': 1677022, 'name': 'On or near Ward Road'}, 'longitude': '-0.136841'}",,,,118534041,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.593407', 'street': {'id': 1677102, 'name': 'On or near Dukes Avenue'}, 'longitude': '-0.137068'}",,,,118534255,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.579643', 'street': {'id': 1660921, 'name': 'On or near Robin Grove'}, 'longitude': '-0.284168'}",,,,118534259,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.605361', 'street': {'id': 1669029, 'name': 'On or near Sellers Hall Close'}, 'longitude': '-0.193693'}",,,,118534307,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.649332', 'street': {'id': 1673385, 'name': 'On or near Botany Close'}, 'longitude': '-0.164004'}",,,,118534342,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.616508', 'street': {'id': 1663777, 'name': 'On or near Clarence Court'}, 'longitude': '-0.245641'}",,,,118534483,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.594497', 'street': {'id': 1660823, 'name': 'On or near Queensbury Station Parade'}, 'longitude': '-0.284691'}",,,,118534488,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.649034', 'street': {'id': 1671831, 'name': 'On or near Station Approach'}, 'longitude': '-0.173745'}",,,,118526773,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.645767', 'street': {'id': 1676674, 'name': 'On or near Peace Close'}, 'longitude': '-0.139186'}",,,,118526789,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.575747', 'street': {'id': 1665718, 'name': 'On or near Prince Charles Drive'}, 'longitude': '-0.221754'}",,,,118526818,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.589204', 'street': {'id': 1666001, 'name': 'On or near First Avenue'}, 'longitude': '-0.219107'}",,,,118527244,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.579760', 'street': {'id': 1668696, 'name': 'On or near Clifton Gardens'}, 'longitude': '-0.197797'}",,,,118527254,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.650727', 'street': {'id': 1666337, 'name': 'On or near Hospital'}, 'longitude': '-0.214148'}",,,,118527251,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.599094', 'street': {'id': 1668919, 'name': 'On or near College Terrace'}, 'longitude': '-0.196642'}",,,,118527259,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.572056', 'street': {'id': 1677745, 'name': 'On or near Ashmount Road'}, 'longitude': '-0.132371'}",,,,118526361,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.580483', 'street': {'id': 1662727, 'name': 'On or near Burgess Avenue'}, 'longitude': '-0.259961'}",,,,118526372,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.556095', 'street': {'id': 1666632, 'name': 'On or near Yew Grove'}, 'longitude': '-0.213822'}",,,,118526376,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.590717', 'street': {'id': 1663190, 'name': 'On or near Orchard Gate'}, 'longitude': '-0.253998'}",,,,118526562,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.606650', 'street': {'id': 1661668, 'name': 'On or near Symphony Close'}, 'longitude': '-0.273345'}",,,,118527066,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.591871', 'street': {'id': 1660952, 'name': 'On or near Westmoreland Road'}, 'longitude': '-0.283419'}",,,,118527106,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.573749', 'street': {'id': 1668417, 'name': 'On or near Broadwalk Lane'}, 'longitude': '-0.199839'}",,,,118527123,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.592803', 'street': {'id': 1660182, 'name': 'On or near Glebe Crescent'}, 'longitude': '-0.293057'}",,,,118527136,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.584311', 'street': {'id': 1666957, 'name': 'On or near Woodlands Close'}, 'longitude': '-0.209583'}",,,,118527189,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.650727', 'street': {'id': 1666337, 'name': 'On or near Hospital'}, 'longitude': '-0.214148'}",,,,118527752,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.590446', 'street': {'id': 1675704, 'name': 'On or near Shopping Area'}, 'longitude': '-0.146558'}",,,,118527762,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.605361', 'street': {'id': 1669029, 'name': 'On or near Sellers Hall Close'}, 'longitude': '-0.193693'}",,,,118526604,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.593032', 'street': {'id': 1664300, 'name': 'On or near Peel Drive'}, 'longitude': '-0.240410'}",,,,118526605,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.568996', 'street': {'id': 1677671, 'name': 'On or near Parolles Road'}, 'longitude': '-0.133333'}",,,,118526627,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.589078', 'street': {'id': 1663244, 'name': 'On or near The Hyde'}, 'longitude': '-0.253209'}",,,,118526658,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.556095', 'street': {'id': 1666632, 'name': 'On or near Yew Grove'}, 'longitude': '-0.213822'}",,,,118526663,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.602624', 'street': {'id': 1659897, 'name': 'On or near Wigton Gardens'}, 'longitude': '-0.296313'}",,,,118526666,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.579406', 'street': {'id': 1674346, 'name': 'On or near Gaskell Road'}, 'longitude': '-0.156447'}",,,,118526669,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.604808', 'street': {'id': 1677124, 'name': 'On or near Winton Avenue'}, 'longitude': '-0.133583'}",,,,118526680,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.650563', 'street': {'id': 1675314, 'name': 'On or near Supermarket'}, 'longitude': '-0.149680'}",,,,118526700,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.574399', 'street': {'id': 1677974, 'name': 'On or near Colwick Close'}, 'longitude': '-0.129273'}",,,,118526685,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.602951', 'street': {'id': 1661923, 'name': 'On or near South Road'}, 'longitude': '-0.269485'}",,,,118526706,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.656253', 'street': {'id': 1668608, 'name': 'On or near East View'}, 'longitude': '-0.198668'}",,,,118526727,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.579723', 'street': {'id': 1671188, 'name': 'On or near Spencer Drive'}, 'longitude': '-0.178473'}",,,,118526849,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.590518', 'street': {'id': 1672708, 'name': 'On or near Prospect Ring'}, 'longitude': '-0.167777'}",,,,118526902,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.638631', 'street': {'id': 1677301, 'name': 'On or near Cricketers Close'}, 'longitude': '-0.135475'}",,,,118527577,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.556738', 'street': {'id': 1663971, 'name': 'On or near Lennox Gardens'}, 'longitude': '-0.244509'}",,,,118527583,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.603197', 'street': {'id': 1669539, 'name': 'On or near Supermarket'}, 'longitude': '-0.192104'}",,,,118527605,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.622619', 'street': {'id': 1661238, 'name': 'On or near Edgwarebury Lane'}, 'longitude': '-0.278142'}",,,,118527615,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.560515', 'street': {'id': 1665177, 'name': 'On or near Sancroft Close'}, 'longitude': '-0.228364'}",,,,118527664,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.561780', 'street': {'id': 1661075, 'name': 'On or near Petrol Station'}, 'longitude': '-0.282042'}",,,,118527684,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.589337', 'street': {'id': 1673417, 'name': 'On or near Fairlawn Avenue'}, 'longitude': '-0.162988'}",,,,118527691,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.646128', 'street': {'id': 1666943, 'name': 'On or near Howard Way'}, 'longitude': '-0.211008'}",,,,118527693,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.647878', 'street': {'id': 1669482, 'name': 'On or near Underhill'}, 'longitude': '-0.192033'}",,,,118527726,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.574573', 'street': {'id': 1668838, 'name': 'On or near Finchley Road'}, 'longitude': '-0.196141'}",,,,118527728,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.605265', 'street': {'id': 1662992, 'name': 'On or near Sports/recreation Area'}, 'longitude': '-0.254722'}",,,,118526916,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.569203', 'street': {'id': 1662624, 'name': 'On or near St Andrews Road'}, 'longitude': '-0.261546'}",,,,118526933,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.633951', 'street': {'id': 1674353, 'name': 'On or near Avondale Avenue'}, 'longitude': '-0.155724'}",,,,118526940,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.602548', 'street': {'id': 1662368, 'name': 'On or near Burnt Oak'}, 'longitude': '-0.263508'}",,,,118526946,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.563500', 'street': {'id': 1677927, 'name': 'On or near Upper Holloway'}, 'longitude': '-0.129836'}",,,,118526962,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.622619', 'street': {'id': 1661238, 'name': 'On or near Edgwarebury Lane'}, 'longitude': '-0.278142'}",,,,118526993,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.562585', 'street': {'id': 1662336, 'name': 'On or near The Close'}, 'longitude': '-0.264021'}",,,,118527011,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.623383', 'street': {'id': 1662504, 'name': 'On or near Langley Crescent'}, 'longitude': '-0.261065'}",,,,118527019,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.585274', 'street': {'id': 1661264, 'name': 'On or near Shopping Area'}, 'longitude': '-0.278760'}",,,,118527036,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.580483', 'street': {'id': 1662727, 'name': 'On or near Burgess Avenue'}, 'longitude': '-0.259961'}",,,,118527342,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.613690', 'street': {'id': 1677240, 'name': 'On or near Highview Gardens'}, 'longitude': '-0.135154'}",,,,118527381,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.629534', 'street': {'id': 1662192, 'name': 'On or near Knightswood Close'}, 'longitude': '-0.265974'}",,,,118527355,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.566067', 'street': {'id': 1675365, 'name': ""On or near Swain's Lane""}, 'longitude': '-0.146569'}",,,,118527979,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.564511', 'street': {'id': 1676223, 'name': 'On or near Raydon Street'}, 'longitude': '-0.142534'}",,,,118528012,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.596272', 'street': {'id': 1660064, 'name': 'On or near Petrol Station'}, 'longitude': '-0.294197'}",,,,118528026,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.579620', 'street': {'id': 1661288, 'name': 'On or near Broadview'}, 'longitude': '-0.278872'}",,,,118528054,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.568266', 'street': {'id': 1676621, 'name': 'On or near Highgate Hill'}, 'longitude': '-0.140044'}",,,,118528063,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.585465', 'street': {'id': 1668244, 'name': 'On or near Ashbourne Way'}, 'longitude': '-0.200386'}",,,,118528071,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.585755', 'street': {'id': 1663430, 'name': 'On or near Rydal Gardens'}, 'longitude': '-0.251056'}",,,,118527521,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.589337', 'street': {'id': 1673417, 'name': 'On or near Fairlawn Avenue'}, 'longitude': '-0.162988'}",,,,118527534,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.590851', 'street': {'id': 1659263, 'name': 'On or near Paulhan Road'}, 'longitude': '-0.303553'}",,,,118527768,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.568706', 'street': {'id': 1660838, 'name': 'On or near Hillview Close'}, 'longitude': '-0.285229'}",,,,118527773,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.556601', 'street': {'id': 1667424, 'name': 'On or near Horton Avenue'}, 'longitude': '-0.207513'}",,,,118527774,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.579953', 'street': {'id': 1674689, 'name': 'On or near North Hill Avenue'}, 'longitude': '-0.154101'}",,,,118527799,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.596056', 'street': {'id': 1668599, 'name': ""On or near Regent's Park Road""}, 'longitude': '-0.198466'}",,,,118527811,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.600256', 'street': {'id': 1664087, 'name': 'On or near Broadhead Strand'}, 'longitude': '-0.242990'}",,,,118527820,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.594415', 'street': {'id': 1664723, 'name': 'On or near Wilshaw Close'}, 'longitude': '-0.234279'}",,,,118527822,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.649719', 'street': {'id': 1671533, 'name': 'On or near Preston Court'}, 'longitude': '-0.176724'}",,,,118527840,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.565535', 'street': {'id': 1675168, 'name': 'On or near Oakeshott Avenue'}, 'longitude': '-0.149895'}",,,,118528296,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.559259', 'street': {'id': 1666346, 'name': 'On or near Kara Way'}, 'longitude': '-0.216684'}",,,,118528304,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.658588', 'street': {'id': 1667601, 'name': 'On or near Falkland Road'}, 'longitude': '-0.206079'}",,,,118528321,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.590717', 'street': {'id': 1663190, 'name': 'On or near Orchard Gate'}, 'longitude': '-0.253998'}",,,,118528335,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.616508', 'street': {'id': 1663777, 'name': 'On or near Clarence Court'}, 'longitude': '-0.245641'}",,,,118528314,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.614001', 'street': {'id': 1676298, 'name': 'On or near Whitmore Close'}, 'longitude': '-0.141136'}",,,,118527857,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.574399', 'street': {'id': 1677974, 'name': 'On or near Colwick Close'}, 'longitude': '-0.129273'}",,,,118527891,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.602624', 'street': {'id': 1659897, 'name': 'On or near Wigton Gardens'}, 'longitude': '-0.296313'}",,,,118527914,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.561780', 'street': {'id': 1661075, 'name': 'On or near Petrol Station'}, 'longitude': '-0.282042'}",,,,118527923,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.564098', 'street': {'id': 1676967, 'name': 'On or near Bredgar Road'}, 'longitude': '-0.138021'}",,,,118529949,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.578001', 'street': {'id': 1667521, 'name': 'On or near Flower Mews'}, 'longitude': '-0.206801'}",,,,118530036,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.572231', 'street': {'id': 1677430, 'name': 'On or near Trays Hill Close'}, 'longitude': '-0.133215'}",,,,118530073,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.604854', 'street': {'id': 1670316, 'name': 'On or near The Ridgeway'}, 'longitude': '-0.185843'}",,,,118530190,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.615594', 'street': {'id': 1661506, 'name': 'On or near Stream Lane'}, 'longitude': '-0.274984'}",,,,118530202,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.565906', 'street': {'id': 1663942, 'name': 'On or near Dawpool Road'}, 'longitude': '-0.244228'}",,,,118530379,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.650384', 'street': {'id': 1671778, 'name': 'On or near Bentley Way'}, 'longitude': '-0.174963'}",,,,118530397,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.612903', 'street': {'id': 1674919, 'name': 'On or near Martock Gardens'}, 'longitude': '-0.152504'}",,,,118530586,,2024-04
anti-social-behaviour,Force,"{'latitude': '51.583980', 'street': {'id': 1665974, 'name': 'On or near Water Brook Lane'}, 'longitude': '-0.219181'}",,,,118530585,,2024-04
